# k, delta_cdm, delta_b, delta_g, delta_nu, delta_num, delta_tot, delta_nonu, delta_tot_nodm, phi, v_cdm, v_b, v_b_cdm
1.70752306e-02 3.13907810e+02 3.12661305e+02 -1.22739745e-02 -1.25008136e-02 0.00000000e+00 3.13617306e+02 3.13629807e+02 3.13617306e+02 7.35450688e-06 1.42389289e+02 1.41823872e+02 5.65417587e-01
1.71665391e-02 3.12639324e+02 3.11386893e+02 -1.20950351e-02 -1.23185602e-02 0.00000000e+00 3.12348260e+02 3.12360578e+02 3.12348260e+02 7.32474701e-06 1.41813901e+02 1.41245795e+02 5.68105449e-01
1.72579522e-02 3.11377654e+02 3.10119379e+02 -1.19183740e-02 -1.21386425e-02 0.00000000e+00 3.11086042e+02 3.11098181e+02 3.11086042e+02 7.29514726e-06 1.41241604e+02 1.40670848e+02 5.70756215e-01
1.73494722e-02 3.10120109e+02 3.08856050e+02 -1.17445294e-02 -1.19615972e-02 0.00000000e+00 3.09827957e+02 3.09839918e+02 3.09827957e+02 7.26564443e-06 1.40671179e+02 1.40097799e+02 5.73380070e-01
1.74411016e-02 3.08864249e+02 3.07594452e+02 -1.15744827e-02 -1.17884049e-02 0.00000000e+00 3.08571564e+02 3.08583352e+02 3.08571564e+02 7.23618128e-06 1.40101518e+02 1.39525535e+02 5.75983024e-01
1.75328426e-02 3.07611501e+02 3.06336049e+02 -1.14080966e-02 -1.16189279e-02 0.00000000e+00 3.07318295e+02 3.07329914e+02 3.07318295e+02 7.20679139e-06 1.39533269e+02 1.38954721e+02 5.78548008e-01
1.76246978e-02 3.06365734e+02 3.05084695e+02 -1.12428229e-02 -1.14506143e-02 0.00000000e+00 3.06072016e+02 3.06083466e+02 3.06072016e+02 7.17756541e-06 1.38968186e+02 1.38387104e+02 5.81082075e-01
1.77166697e-02 3.05122339e+02 3.03835786e+02 -1.10812866e-02 -1.12860906e-02 0.00000000e+00 3.04828118e+02 3.04839405e+02 3.04828118e+02 7.14839530e-06 1.38404179e+02 1.37820596e+02 5.83583123e-01
1.78087609e-02 3.03881710e+02 3.02589704e+02 -1.09229092e-02 -1.11247764e-02 0.00000000e+00 3.03586997e+02 3.03598122e+02 3.03586997e+02 7.11929028e-06 1.37841428e+02 1.37255371e+02 5.86056898e-01
1.79009741e-02 3.02649268e+02 3.01351873e+02 -1.07654100e-02 -1.09643886e-02 0.00000000e+00 3.02354070e+02 3.02365034e+02 3.02354070e+02 7.09037742e-06 1.37282389e+02 1.36693888e+02 5.88501130e-01
1.79933119e-02 3.01415270e+02 3.00112582e+02 -1.06129901e-02 -1.08091301e-02 0.00000000e+00 3.01119603e+02 3.01130412e+02 3.01119603e+02 7.06142844e-06 1.36722645e+02 1.36131742e+02 5.90902191e-01
1.80857772e-02 3.00187604e+02 2.98879665e+02 -1.04618665e-02 -1.06552140e-02 0.00000000e+00 2.99891472e+02 2.99902127e+02 2.99891472e+02 7.03262805e-06 1.36165772e+02 1.35572488e+02 5.93284048e-01
1.81783728e-02 2.98966730e+02 2.97653622e+02 -1.03122256e-02 -1.05028266e-02 0.00000000e+00 2.98670144e+02 2.98680647e+02 2.98670144e+02 7.00398721e-06 1.35611981e+02 1.35016353e+02 5.95628650e-01
1.82711018e-02 2.97747291e+02 2.96429098e+02 -1.01660425e-02 -1.03539429e-02 0.00000000e+00 2.97450265e+02 2.97460619e+02 2.97450265e+02 6.97538032e-06 1.35058841e+02 1.34460906e+02 5.97935556e-01
1.83639670e-02 2.96531990e+02 2.95208812e+02 -1.00223537e-02 -1.02075981e-02 0.00000000e+00 2.96234537e+02 2.96244745e+02 2.96234537e+02 6.94687081e-06 1.34507578e+02 1.33907381e+02 6.00196619e-01
1.84569716e-02 2.95317496e+02 2.93989332e+02 -9.88166562e-03 -1.00642972e-02 0.00000000e+00 2.95019617e+02 2.95029681e+02 2.95019617e+02 6.91838021e-06 1.33956681e+02 1.33354222e+02 6.02458448e-01
1.85501188e-02 2.94109598e+02 2.92776597e+02 -9.74287508e-03 -9.92293710e-03 0.00000000e+00 2.93811314e+02 2.93821237e+02 2.93811314e+02 6.89004480e-06 1.33408776e+02 1.32804123e+02 6.04652358e-01
1.86434118e-02 2.92905204e+02 2.91567383e+02 -9.60592246e-03 -9.78345556e-03 0.00000000e+00 2.92606516e+02 2.92616299e+02 2.92606516e+02 6.86179159e-06 1.32862460e+02 1.32255621e+02 6.06838378e-01
1.87368540e-02 2.91706420e+02 2.90363880e+02 -9.47072239e-03 -9.64576743e-03 0.00000000e+00 2.91407343e+02 2.91416989e+02 2.91407343e+02 6.83367029e-06 1.32318688e+02 1.31709709e+02 6.08979132e-01
1.88304488e-02 2.90508485e+02 2.89161325e+02 -9.33900728e-03 -9.51160532e-03 0.00000000e+00 2.90209034e+02 2.90218546e+02 2.90209034e+02 6.80556925e-06 1.31775303e+02 1.31164228e+02 6.11075091e-01
1.89241997e-02 2.89317028e+02 2.87965301e+02 -9.20810459e-03 -9.37829360e-03 0.00000000e+00 2.89017210e+02 2.89026588e+02 2.89017210e+02 6.77762027e-06 1.31234855e+02 1.30621709e+02 6.13146133e-01
1.90181104e-02 2.88126760e+02 2.86770548e+02 -9.08041028e-03 -9.24822955e-03 0.00000000e+00 2.87826587e+02 2.87835836e+02 2.87826587e+02 6.74969948e-06 1.30694947e+02 1.30079766e+02 6.15181170e-01
1.91121845e-02 2.86941696e+02 2.85581078e+02 -8.95407547e-03 -9.11956201e-03 0.00000000e+00 2.86641179e+02 2.86650299e+02 2.86641179e+02 6.72190097e-06 1.30157399e+02 1.29540219e+02 6.17179332e-01
1.92064259e-02 2.85762979e+02 2.84398038e+02 -8.82876698e-03 -8.99195701e-03 0.00000000e+00 2.85462129e+02 2.85471121e+02 2.85462129e+02 6.69425157e-06 1.29622730e+02 1.29003590e+02 6.19140265e-01
1.93008385e-02 2.84583254e+02 2.83214096e+02 -8.70758559e-03 -8.86851716e-03 0.00000000e+00 2.84282090e+02 2.84290958e+02 2.84282090e+02 6.66657894e-06 1.29087604e+02 1.28466551e+02 6.21053432e-01
1.93954263e-02 2.83409412e+02 2.82036082e+02 -8.58725249e-03 -8.74595993e-03 0.00000000e+00 2.83107937e+02 2.83116683e+02 2.83107937e+02 6.63904439e-06 1.28555147e+02 1.27932201e+02 6.22945505e-01
1.94901934e-02 2.82239334e+02 2.80861940e+02 -8.46879482e-03 -8.62531285e-03 0.00000000e+00 2.81937566e+02 2.81946191e+02 2.81937566e+02 6.61159849e-06 1.28024397e+02 1.27399608e+02 6.24789103e-01
1.95851442e-02 2.81075059e+02 2.79693656e+02 -8.35115680e-03 -8.50551839e-03 0.00000000e+00 2.80773003e+02 2.80781509e+02 2.80773003e+02 6.58428882e-06 1.27496279e+02 1.26869672e+02 6.26607464e-01
1.96802828e-02 2.79910149e+02 2.78524845e+02 -8.23724362e-03 -8.38948382e-03 0.00000000e+00 2.79607823e+02 2.79616212e+02 2.79607823e+02 6.55696467e-06 1.26967873e+02 1.26339497e+02 6.28376618e-01
1.97756139e-02 2.78751230e+02 2.77362114e+02 -8.12429741e-03 -8.27444841e-03 0.00000000e+00 2.78448647e+02 2.78456921e+02 2.78448647e+02 6.52978131e-06 1.26442185e+02 1.25812079e+02 6.30105984e-01
1.98711421e-02 2.77595766e+02 2.76202895e+02 -8.01289076e-03 -8.16098410e-03 0.00000000e+00 2.77292932e+02 2.77301093e+02 2.77292932e+02 6.50267914e-06 1.25918064e+02 1.25286255e+02 6.31809235e-01
1.99668720e-02 2.76444366e+02 2.75047867e+02 -7.90330332e-03 -8.04937083e-03 0.00000000e+00 2.76141302e+02 2.76149351e+02 2.76141302e+02 6.47567274e-06 1.25395786e+02 1.24762331e+02 6.33455204e-01
2.00628085e-02 2.75296021e+02 2.73895927e+02 -7.79522115e-03 -7.93929301e-03 0.00000000e+00 2.74992731e+02 2.75000670e+02 2.74992731e+02 6.44873808e-06 1.24874895e+02 1.24239809e+02 6.35085901e-01
2.01589566e-02 2.74151454e+02 2.72747890e+02 -7.68890537e-03 -7.83101210e-03 0.00000000e+00 2.73847955e+02 2.73855786e+02 2.73847955e+02 6.42189243e-06 1.24355716e+02 1.23719056e+02 6.36659670e-01
2.02553216e-02 2.73010082e+02 2.71603136e+02 -7.58436740e-03 -7.72453876e-03 0.00000000e+00 2.72706389e+02 2.72714114e+02 2.72706389e+02 6.39512204e-06 1.23837988e+02 1.23199794e+02 6.38193919e-01
2.03519086e-02 2.71872974e+02 2.70462728e+02 -7.48111156e-03 -7.61937630e-03 0.00000000e+00 2.71569097e+02 2.71576717e+02 2.71569097e+02 6.36845188e-06 1.23322192e+02 1.22682502e+02 6.39690489e-01
2.04487232e-02 2.70738996e+02 2.69325548e+02 -7.37952612e-03 -7.51591277e-03 0.00000000e+00 2.70434951e+02 2.70442467e+02 2.70434951e+02 6.34185550e-06 1.22807818e+02 1.22166675e+02 6.41143254e-01
2.05457708e-02 2.69608907e+02 2.68192345e+02 -7.27939667e-03 -7.41393317e-03 0.00000000e+00 2.69304706e+02 2.69312120e+02 2.69304706e+02 6.31535059e-06 1.22295207e+02 1.21652651e+02 6.42555347e-01
2.06430574e-02 2.68481373e+02 2.67061755e+02 -7.18057721e-03 -7.31329014e-03 0.00000000e+00 2.68177025e+02 2.68184338e+02 2.68177025e+02 6.28890581e-06 1.21783755e+02 1.21139813e+02 6.43941823e-01
2.07405887e-02 2.67360576e+02 2.65938040e+02 -7.08291348e-03 -7.21383052e-03 0.00000000e+00 2.67056100e+02 2.67063314e+02 2.67056100e+02 6.26261948e-06 1.21275359e+02 1.20630093e+02 6.45265909e-01
2.08383711e-02 2.66238281e+02 2.64812903e+02 -6.98779119e-03 -7.11693871e-03 0.00000000e+00 2.65933690e+02 2.65940807e+02 2.65933690e+02 6.23629831e-06 1.20766283e+02 1.20119729e+02 6.46554570e-01
2.09364106e-02 2.65121815e+02 2.63693688e+02 -6.89321334e-03 -7.02061648e-03 0.00000000e+00 2.64817122e+02 2.64824142e+02 2.64817122e+02 6.21011413e-06 1.20259852e+02 1.19612050e+02 6.47801485e-01
2.10347138e-02 2.64008821e+02 2.62578051e+02 -6.80030783e-03 -6.92599253e-03 0.00000000e+00 2.63704041e+02 2.63710967e+02 2.63704041e+02 6.18401175e-06 1.19754995e+02 1.19105995e+02 6.49000616e-01
2.11332875e-02 2.62898625e+02 2.61465275e+02 -6.70856270e-03 -6.83255319e-03 0.00000000e+00 2.62593768e+02 2.62600601e+02 2.62593768e+02 6.15797520e-06 1.19251408e+02 1.18601237e+02 6.50170780e-01
2.12321383e-02 2.61792444e+02 2.60356643e+02 -6.61826604e-03 -6.74058719e-03 0.00000000e+00 2.61487529e+02 2.61494270e+02 2.61487529e+02 6.13203325e-06 1.18749642e+02 1.18098359e+02 6.51282540e-01
2.13312735e-02 2.60689379e+02 2.59251211e+02 -6.52913366e-03 -6.64980901e-03 0.00000000e+00 2.60384418e+02 2.60391068e+02 2.60384418e+02 6.10616466e-06 1.18249289e+02 1.17596933e+02 6.52356367e-01
2.14307004e-02 2.59589073e+02 2.58148640e+02 -6.44138116e-03 -6.56043414e-03 0.00000000e+00 2.59284081e+02 2.59290642e+02 2.59284081e+02 6.08036113e-06 1.17750188e+02 1.17096804e+02 6.53383647e-01
2.15304264e-02 2.58492261e+02 2.57049643e+02 -6.35486769e-03 -6.47232137e-03 0.00000000e+00 2.58187250e+02 2.58193723e+02 2.58187250e+02 6.05463980e-06 1.17252671e+02 1.16598296e+02 6.54374582e-01
2.16304593e-02 2.57400805e+02 2.55956130e+02 -6.26911567e-03 -6.38499253e-03 0.00000000e+00 2.57095794e+02 2.57102179e+02 2.57095794e+02 6.02904451e-06 1.16757584e+02 1.16102277e+02 6.55307563e-01
2.17308072e-02 2.56308498e+02 2.54861844e+02 -6.18544879e-03 -6.29977108e-03 0.00000000e+00 2.56003500e+02 2.56009799e+02 2.56003500e+02 6.00342958e-06 1.16262111e+02 1.15605906e+02 6.56205533e-01
2.18314783e-02 2.55221749e+02 2.53773240e+02 -6.10251188e-03 -6.21530138e-03 0.00000000e+00 2.54916781e+02 2.54922996e+02 2.54916781e+02 5.97794540e-06 1.15769160e+02 1.15112113e+02 6.57047140e-01
2.19324811e-02 2.54137605e+02 2.52687328e+02 -6.02071499e-03 -6.13199274e-03 0.00000000e+00 2.53832680e+02 2.53838812e+02 2.53832680e+02 5.95252261e-06 1.15277390e+02 1.14619540e+02 6.57849188e-01
2.20338244e-02 2.53057181e+02 2.51605244e+02 -5.93997480e-03 -6.04976177e-03 0.00000000e+00 2.52752315e+02 2.52758365e+02 2.52752315e+02 5.92718742e-06 1.14787307e+02 1.14128705e+02 6.58601726e-01
2.21355174e-02 2.51979709e+02 2.50526210e+02 -5.86021059e-03 -5.96852695e-03 0.00000000e+00 2.51674917e+02 2.51680885e+02 2.51674917e+02 5.90192180e-06 1.14298563e+02 1.13639253e+02 6.59310171e-01
2.22375693e-02 2.50903646e+02 2.49448684e+02 -5.78200355e-03 -5.88886970e-03 0.00000000e+00 2.50598943e+02 2.50604832e+02 2.50598943e+02 5.87668959e-06 1.13810458e+02 1.13150484e+02 6.59973996e-01
2.23399899e-02 2.49832549e+02 2.48376247e+02 -5.70451620e-03 -5.80995193e-03 0.00000000e+00 2.49527954e+02 2.49533763e+02 2.49527954e+02 5.85157427e-06 1.13324607e+02 1.12664024e+02 6.60582125e-01
2.24427891e-02 2.48764014e+02 2.47306474e+02 -5.62810276e-03 -5.73212730e-03 0.00000000e+00 2.48459541e+02 2.48465273e+02 2.48459541e+02 5.82651936e-06 1.12839916e+02 1.12178773e+02 6.61143462e-01
2.25459774e-02 2.47697481e+02 2.46238795e+02 -5.55278520e-03 -5.65541731e-03 0.00000000e+00 2.47393144e+02 2.47398799e+02 2.47393144e+02 5.80151174e-06 1.12356135e+02 1.11694471e+02 6.61663288e-01
2.26495654e-02 2.46633115e+02 2.45173409e+02 -5.47858218e-03 -5.57984044e-03 0.00000000e+00 2.46328934e+02 2.46334514e+02 2.46328934e+02 5.77655540e-06 1.11873336e+02 1.11211210e+02 6.62125880e-01
2.27535642e-02 2.45572019e+02 2.44111385e+02 -5.40515670e-03 -5.50505912e-03 0.00000000e+00 2.45268007e+02 2.45273512e+02 2.45268007e+02 5.75167605e-06 1.11392020e+02 1.10729473e+02 6.62547061e-01
2.28579852e-02 2.44515878e+02 2.43054451e+02 -5.33268239e-03 -5.43124762e-03 0.00000000e+00 2.44212055e+02 2.44217486e+02 2.44212055e+02 5.72691336e-06 1.10912952e+02 1.10250046e+02 6.62906778e-01
2.29628403e-02 2.43461141e+02 2.41999010e+02 -5.26133543e-03 -5.35858092e-03 0.00000000e+00 2.43157521e+02 2.43162879e+02 2.43157521e+02 5.70218393e-06 1.10434522e+02 1.09771295e+02 6.63226141e-01
2.30681416e-02 2.42407639e+02 2.40944913e+02 -5.19071710e-03 -5.28665914e-03 0.00000000e+00 2.42104238e+02 2.42109524e+02 2.42104238e+02 5.67748383e-06 1.09956650e+02 1.09293154e+02 6.63495897e-01
2.31739020e-02 2.41359317e+02 2.39896125e+02 -5.12120483e-03 -5.21586162e-03 0.00000000e+00 2.41056154e+02 2.41061370e+02 2.41056154e+02 5.65290567e-06 1.09481129e+02 1.08817422e+02 6.63707030e-01
2.32801345e-02 2.40310003e+02 2.38846458e+02 -5.05266158e-03 -5.14604859e-03 0.00000000e+00 2.40007097e+02 2.40012243e+02 2.40007097e+02 5.62830467e-06 1.09005158e+02 1.08341291e+02 6.63867265e-01
2.33868527e-02 2.39266969e+02 2.37803193e+02 -4.98459292e-03 -5.07672690e-03 0.00000000e+00 2.38964337e+02 2.38969414e+02 2.38964337e+02 5.60385133e-06 1.08532035e+02 1.07868063e+02 6.63972069e-01
2.34940708e-02 2.38223811e+02 2.36759930e+02 -4.91788216e-03 -5.00877916e-03 0.00000000e+00 2.37921473e+02 2.37926482e+02 2.37921473e+02 5.57939558e-06 1.08058857e+02 1.07394837e+02 6.64019764e-01
2.36018033e-02 2.37183544e+02 2.35719650e+02 -4.85179835e-03 -4.94147372e-03 0.00000000e+00 2.36881513e+02 2.36886455e+02 2.36881513e+02 5.55500792e-06 1.07586989e+02 1.06922963e+02 6.64025778e-01
2.37100655e-02 2.36147834e+02 2.34684051e+02 -4.78641513e-03 -4.87488470e-03 0.00000000e+00 2.35846129e+02 2.35851004e+02 2.35846129e+02 5.53072756e-06 1.07117189e+02 1.06453213e+02 6.63975216e-01
2.38188731e-02 2.35111943e+02 2.33648402e+02 -4.72205023e-03 -4.80932861e-03 0.00000000e+00 2.34810585e+02 2.34815394e+02 2.34810585e+02 5.50644345e-06 1.06647306e+02 1.05983441e+02 6.63865508e-01
2.39282423e-02 2.34078921e+02 2.32615740e+02 -4.65839702e-03 -4.74449899e-03 0.00000000e+00 2.33777927e+02 2.33782672e+02 2.33777927e+02 5.48222703e-06 1.06178725e+02 1.05515023e+02 6.63701965e-01
2.40381903e-02 2.33048621e+02 2.31585935e+02 -4.59557184e-03 -4.68051215e-03 0.00000000e+00 2.32748013e+02 2.32752693e+02 2.32748013e+02 5.45807493e-06 1.05711379e+02 1.05047901e+02 6.63477847e-01
2.41487346e-02 2.32021696e+02 2.30559617e+02 -4.53330331e-03 -4.61709610e-03 0.00000000e+00 2.31721489e+02 2.31726106e+02 2.31721489e+02 5.43400237e-06 1.05245563e+02 1.04582361e+02 6.63202160e-01
2.42598934e-02 2.30993445e+02 2.29532119e+02 -4.47211507e-03 -4.55477382e-03 0.00000000e+00 2.30693663e+02 2.30698218e+02 2.30693663e+02 5.40989925e-06 1.04779146e+02 1.04116286e+02 6.62860744e-01
2.43716860e-02 2.29971326e+02 2.28510868e+02 -4.41098668e-03 -4.49252497e-03 0.00000000e+00 2.29671986e+02 2.29676478e+02 2.29671986e+02 5.38594033e-06 1.04315511e+02 1.03653044e+02 6.62466940e-01
2.44841320e-02 2.28947193e+02 2.27487730e+02 -4.35150971e-03 -4.43194152e-03 0.00000000e+00 2.28648315e+02 2.28652747e+02 2.28648315e+02 5.36193465e-06 1.03850962e+02 1.03188946e+02 6.62015555e-01
2.45972520e-02 2.27927540e+02 2.26469212e+02 -4.29250291e-03 -4.37184167e-03 0.00000000e+00 2.27629145e+02 2.27633517e+02 2.27629145e+02 5.33803453e-06 1.03388445e+02 1.02726944e+02 6.61500869e-01
2.47110675e-02 2.26907584e+02 2.25450520e+02 -4.23402842e-03 -4.31228599e-03 0.00000000e+00 2.26609692e+02 2.26614004e+02 2.26609692e+02 5.31412777e-06 1.02925791e+02 1.02264863e+02 6.60927641e-01
2.48256009e-02 2.25890505e+02 2.24434840e+02 -4.17612471e-03 -4.25331380e-03 0.00000000e+00 2.25593137e+02 2.25597391e+02 2.25593137e+02 5.29028897e-06 1.02464441e+02 1.01804149e+02 6.60292840e-01
2.49408755e-02 2.24874598e+02 2.23420472e+02 -4.11901022e-03 -4.19514325e-03 0.00000000e+00 2.24577776e+02 2.24581971e+02 2.24577776e+02 5.26647816e-06 1.02003624e+02 1.01344029e+02 6.59594914e-01
2.50569154e-02 2.23862595e+02 2.22410146e+02 -4.06249324e-03 -4.13758288e-03 0.00000000e+00 2.23566340e+02 2.23570477e+02 2.23566340e+02 5.24275939e-06 1.01544577e+02 1.00885743e+02 6.58833942e-01
2.51737461e-02 2.22848968e+02 2.21398345e+02 -4.00664418e-03 -4.08070135e-03 0.00000000e+00 2.22553302e+02 2.22557383e+02 2.22553302e+02 5.21900308e-06 1.01084793e+02 1.00426787e+02 6.58005657e-01
2.52913939e-02 2.21837663e+02 2.20389014e+02 -3.95152371e-03 -4.02456049e-03 0.00000000e+00 2.21542611e+02 2.21546636e+02 2.21542611e+02 5.19530178e-06 1.00626063e+02 9.99689528e+01 6.57110278e-01
2.54098865e-02 2.20829505e+02 2.19382953e+02 -3.89689657e-03 -3.96892457e-03 0.00000000e+00 2.20535084e+02 2.20539053e+02 2.20535084e+02 5.17167470e-06 1.00168760e+02 9.95126011e+01 6.56159065e-01
2.55292526e-02 2.19818969e+02 2.18374678e+02 -3.84282913e-03 -3.91385831e-03 0.00000000e+00 2.19525207e+02 2.19529120e+02 2.19525207e+02 5.14799248e-06 9.97103788e+01 9.90552451e+01 6.55133719e-01
2.56495225e-02 2.18811917e+02 2.17370036e+02 -3.78938296e-03 -3.85942494e-03 0.00000000e+00 2.18518836e+02 2.18522695e+02 2.18518836e+02 5.12439250e-06 9.92535780e+01 9.85995375e+01 6.54040484e-01
2.57707276e-02 2.17804947e+02 2.16365636e+02 -3.73652437e-03 -3.80558950e-03 0.00000000e+00 2.17512572e+02 2.17516377e+02 2.17512572e+02 5.10079503e-06 9.87968141e+01 9.81439392e+01 6.52874819e-01
2.58929010e-02 2.16801527e+02 2.15364933e+02 -3.68425280e-03 -3.75235227e-03 0.00000000e+00 2.16509880e+02 2.16513632e+02 2.16509880e+02 5.07728132e-06 9.83416603e+01 9.76900180e+01 6.51642280e-01
2.60160772e-02 2.15795497e+02 2.14361782e+02 -3.63242002e-03 -3.69956278e-03 0.00000000e+00 2.15504605e+02 2.15508304e+02 2.15504605e+02 5.05370704e-06 9.78853231e+01 9.72349866e+01 6.50336544e-01
2.61402925e-02 2.14790776e+02 2.13360106e+02 -3.58132295e-03 -3.64751950e-03 0.00000000e+00 2.14500664e+02 2.14504312e+02 2.14500664e+02 5.03016405e-06 9.74295792e+01 9.67806241e+01 6.48955101e-01
2.62655848e-02 2.13787548e+02 2.12360076e+02 -3.53069104e-03 -3.59595120e-03 0.00000000e+00 2.13498240e+02 2.13501836e+02 2.13498240e+02 5.00665663e-06 9.69745126e+01 9.63270085e+01 6.47504150e-01
2.63919941e-02 2.12784764e+02 2.11360671e+02 -3.48058105e-03 -3.54491429e-03 0.00000000e+00 2.12496289e+02 2.12499834e+02 2.12496289e+02 4.98316029e-06 9.65196476e+01 9.58736757e+01 6.45971908e-01
2.65195622e-02 2.11781941e+02 2.10361394e+02 -3.43082304e-03 -3.49423820e-03 0.00000000e+00 2.11494325e+02 2.11497819e+02 2.11494325e+02 4.95966366e-06 9.60647650e+01 9.54204015e+01 6.44363483e-01
2.66483331e-02 2.10779409e+02 2.09362582e+02 -3.38173323e-03 -3.44423972e-03 0.00000000e+00 2.10492680e+02 2.10496124e+02 2.10492680e+02 4.93617451e-06 9.56100143e+01 9.49673384e+01 6.42675911e-01
2.67783531e-02 2.09776265e+02 2.08363329e+02 -3.33305479e-03 -3.39466108e-03 0.00000000e+00 2.09490449e+02 2.09493844e+02 2.09490449e+02 4.91267162e-06 9.51549859e+01 9.45140747e+01 6.40911158e-01
2.69096710e-02 2.08773925e+02 2.07365086e+02 -3.28480253e-03 -3.34551735e-03 0.00000000e+00 2.08489055e+02 2.08492401e+02 2.08489055e+02 4.88918835e-06 9.47003220e+01 9.40612694e+01 6.39052628e-01
2.70423380e-02 2.07770558e+02 2.06365971e+02 -3.23701424e-03 -3.29684575e-03 0.00000000e+00 2.07486660e+02 2.07489956e+02 2.07486660e+02 4.86568159e-06 9.42451927e+01 9.36080689e+01 6.37123789e-01
2.71764085e-02 2.06767233e+02 2.05367114e+02 -3.18964570e-03 -3.24860209e-03 0.00000000e+00 2.06484339e+02 2.06487588e+02 2.06484339e+02 4.84217660e-06 9.37900820e+01 9.31549849e+01 6.35097094e-01
2.73119394e-02 2.05763461e+02 2.04367983e+02 -3.14274560e-03 -3.20083487e-03 0.00000000e+00 2.05481599e+02 2.05484800e+02 2.05481599e+02 4.81866177e-06 9.33347687e+01 9.27017769e+01 6.32991795e-01
2.74489911e-02 2.04757803e+02 2.03367180e+02 -3.09613556e-03 -3.15336485e-03 0.00000000e+00 2.04477009e+02 2.04480162e+02 2.04477009e+02 4.79510355e-06 9.28786003e+01 9.22478102e+01 6.30790116e-01
2.75876274e-02 2.03754346e+02 2.02368781e+02 -3.05018367e-03 -3.10656172e-03 0.00000000e+00 2.03474650e+02 2.03477757e+02 2.03474650e+02 4.77159766e-06 9.24234300e+01 9.17949346e+01 6.28495401e-01
2.77279158e-02 2.02746126e+02 2.01365832e+02 -3.00451854e-03 -3.06005146e-03 0.00000000e+00 2.02467564e+02 2.02470624e+02 2.02467564e+02 4.74798090e-06 9.19660991e+01 9.13399945e+01 6.26104591e-01
2.78699279e-02 2.01739492e+02 2.00364675e+02 -2.95915379e-03 -3.01384913e-03 0.00000000e+00 2.01462095e+02 2.01465109e+02 2.01462095e+02 4.72440207e-06 9.15094874e+01 9.08858676e+01 6.23619830e-01
2.80137395e-02 2.00728862e+02 1.99359754e+02 -2.91418314e-03 -2.96804713e-03 0.00000000e+00 2.00452669e+02 2.00455637e+02 2.00452669e+02 4.70073044e-06 9.10510635e+01 9.04300330e+01 6.21030518e-01
2.81594312e-02 1.99719063e+02 1.98355884e+02 -2.86955519e-03 -2.92259497e-03 0.00000000e+00 1.99444108e+02 1.99447030e+02 1.99444108e+02 4.67707910e-06 9.05930165e+01 8.99746753e+01 6.18341164e-01
2.83070884e-02 1.98703902e+02 1.97346881e+02 -2.82527797e-03 -2.87749907e-03 0.00000000e+00 1.98430222e+02 1.98433100e+02 1.98430222e+02 4.65330290e-06 9.01325371e+01 8.95169894e+01 6.15547702e-01
2.84568022e-02 1.97688002e+02 1.96337396e+02 -2.78120877e-03 -2.83261739e-03 0.00000000e+00 1.97415639e+02 1.97418471e+02 1.97415639e+02 4.62951033e-06 8.96717226e+01 8.90590844e+01 6.12638229e-01
2.86086696e-02 1.96670377e+02 1.95326415e+02 -2.73760148e-03 -2.78820393e-03 0.00000000e+00 1.96399367e+02 1.96402155e+02 1.96399367e+02 4.60567818e-06 8.92101257e+01 8.86005011e+01 6.09624539e-01
2.87627940e-02 1.95650454e+02 1.94313407e+02 -2.69440122e-03 -2.74420343e-03 0.00000000e+00 1.95380841e+02 1.95383585e+02 1.95380841e+02 4.58179314e-06 8.87474862e+01 8.81409986e+01 6.06487589e-01
2.89192860e-02 1.94626774e+02 1.93296902e+02 -2.65161162e-03 -2.70061902e-03 0.00000000e+00 1.94358599e+02 1.94361300e+02 1.94358599e+02 4.55782100e-06 8.82831425e+01 8.76799097e+01 6.03232819e-01
2.90782636e-02 1.93599366e+02 1.92276950e+02 -2.60849165e-03 -2.65670807e-03 0.00000000e+00 1.93332676e+02 1.93335333e+02 1.93332676e+02 4.53376250e-06 8.78171079e+01 8.72172571e+01 5.99850853e-01
2.92398533e-02 1.92567244e+02 1.91252556e+02 -2.56589547e-03 -2.61332607e-03 0.00000000e+00 1.92302083e+02 1.92304696e+02 1.92302083e+02 4.50959450e-06 8.73489351e+01 8.67525896e+01 5.96345581e-01
2.94041909e-02 1.91533505e+02 1.90226839e+02 -2.52389155e-03 -2.57054217e-03 0.00000000e+00 1.91269920e+02 1.91272491e+02 1.91269920e+02 4.48538969e-06 8.68800290e+01 8.62873224e+01 5.92706619e-01
2.95714220e-02 1.90493865e+02 1.89195528e+02 -2.48169814e-03 -2.52757195e-03 0.00000000e+00 1.90231907e+02 1.90234434e+02 1.90231907e+02 4.46104767e-06 8.64084460e+01 8.58195170e+01 5.88928973e-01
2.97417034e-02 1.89450995e+02 1.88161292e+02 -2.44012350e-03 -2.48522571e-03 0.00000000e+00 1.89190711e+02 1.89193197e+02 1.89190711e+02 4.43663104e-06 8.59353975e+01 8.53503855e+01 5.85011908e-01
2.99152041e-02 1.88400529e+02 1.87119813e+02 -2.39843816e-03 -2.44277143e-03 0.00000000e+00 1.88141979e+02 1.88144422e+02 1.88141979e+02 4.41203766e-06 8.54589038e+01 8.48779683e+01 5.80935516e-01
3.00921064e-02 1.87346573e+02 1.86075168e+02 -2.35708539e-03 -2.40065398e-03 0.00000000e+00 1.87089809e+02 1.87092210e+02 1.87089809e+02 4.38736367e-06 8.49808272e+01 8.44041149e+01 5.76712349e-01
